category,title,total_used,used_grades
GCSE,Chinese: Spoken Language ,18,"[""9"", ""7"", ""A"", ""A*"", ""1"", ""6"", ""B"", ""4""]"
GCSE,Chinese: Written Language ,18,"[""9"", ""A*"", ""6"", ""5"", ""7"", ""A"", ""4""]"
National Vocational Qualification, Children,18,"[""A"", ""6"", ""A*"", ""8"", ""3"", ""C"", ""B"", ""5"", ""7""]"
International Baccalaureate Middle Years Programme, English,18,"[""B"", ""5"", ""6"", ""A*"", ""7"", ""8"", ""A"", ""C""]"
i GCSE,First language German ,17,"[""B"", ""7"", ""3"", ""6"", ""5"", ""8""]"
i GCSE,Music,17,"[""B"", ""A"", ""2"", ""8"", ""7"", ""6"", ""A*"", ""5"", ""3""]"
Specialist Music,Science - Combined (2018 onwards),17,"[""5-5"", ""4-4"", ""8-8"", ""6-5"", ""2-2"", ""4-3"", ""7-6"", ""6-6""]"
BTEC - National Vocational Qualification,BTEC 90-credit Business (QCF),17,"[""Merit""]"
BTEC - National Vocational Qualification,BTEC Travel and Tourism (QCF),17,"[""Distinction"", ""Pass"", ""Merit"", ""Distinction*""]"
i GCSE,Physical science ,16,"[""B"", ""A"", ""A*""]"
Specialist Music,Music Theory,16,"[""5"", ""2"", ""1""]"
BTEC - National Vocational Qualification,BTEC Improving Health and Fitness for Entry to the Uniformed Public Services (QCF),16,"[""Merit"", ""Distinction"", ""Pass"", ""Distinction*""]"
GCSE,Italian: Written Language ,16,"[""6"", ""C"", ""A"", ""A*"", ""7"", ""D"", ""B"", ""5"", ""9""]"
BTEC - National Vocational Qualification,BTEC Business Administration (QCF),16,"[""Merit""]"
BTEC - National Vocational Qualification,BTEC 90-credit Sport (QCF),16,"[""Merit""]"
BTEC - National Vocational Qualification,BTEC Music Technology (QCF),16,"[""Merit"", ""Distinction"", ""Pass""]"
BTEC - National Vocational Qualification,BTEC Textiles (QCF),15,"[""Merit"", ""Distinction"", ""Distinction*"", ""Pass"", ""Fail""]"
GCSE,Classical Greek,15,"[""6"", ""7"", ""9"", ""5"", ""4"", ""A*"", ""8"", ""A""]"
BTEC - National Vocational Qualification,BTEC Hospitality and Catering Principles (Food and Beverage Service) (QCF),15,"[""Merit"", ""Distinction"", ""Distinction*""]"
Specialist Music,History,15,"[""C"", ""5"", ""9"", ""8"", ""A*"", ""2"", ""6"", ""7"", ""4""]"
International Baccalaureate Middle Years Programme, Humanities,14,"[""6"", ""5"", ""A"", ""A*"", ""B"", ""4"", ""7""]"
BTEC - National Vocational Qualification,BTEC Skills and Activities for Sport and Active Leisure (Sports Science) (QCF),14,"[""Distinction"", ""Merit"", ""Pass"", ""Distinction*""]"
Specialist Music,Voices,14,"[""1"", ""3"", ""5"", ""2"", ""4"", ""6"", ""7""]"
AS Level,Polish,13,"[""A"", ""C"", ""A*""]"
AS Level,Arabic,13,"[""A"", ""A*""]"
GCSE,Italian: Spoken Language ,13,"[""9"", ""A"", ""A*"", ""7""]"
International Baccalaureate Middle Years Programme, Standard Mathematics,13,"[""5"", ""4"", ""A"", ""7"", ""A*"", ""6""]"
i GCSE,Design and Technology,12,"[""B"", ""7"", ""6"", ""C""]"
GCSE,Law,12,"[""6"", ""A"", ""5"", ""A*"", ""3"", ""C"", ""B"", ""4""]"
GCSE,FSMQ,12,"[""D"", ""A"", ""C"", ""B""]"
BTEC - National Vocational Qualification,BTEC Food Safety Catering (QCF),12,"[""Merit"", ""Pass"", ""Distinction*"", ""Distinction""]"
BTEC - National Vocational Qualification,BTEC Applied Science (QCF),12,"[""Pass"", ""Distinction"", ""Merit""]"
GCSE,Maths,12,"[""8"", ""7"", ""5"", ""6"", ""3""]"
i GCSE,First language Chinese ,11,"[""B"", ""A*"", ""9""]"
Specialist Music,Violin,11,"[""8"", ""2"", ""7"", ""5"", ""1"", ""3"", ""4""]"
AS Level,Mathematics,11,"[""A"", ""A*"", ""U"", ""E"", ""B"", ""D""]"
BTEC - National Vocational Qualification,BTEC Construction and the Built Environment (QCF),11,"[""Distinction*"", ""Distinction"", ""Merit"", ""Pass""]"
BTEC - National Vocational Qualification,BTEC Understanding Business Enterprise (QCF),11,"[""Distinction"", ""Merit"", ""Pass""]"
BTEC - National Vocational Qualification,BTEC 90-credit Music Technology (QCF),11,"[""Distinction*"", ""Pass"", ""Merit"", ""Distinction""]"
Key Skills, Information Technology,10,"[""6"", ""A"", ""B"", ""5"", ""3"", ""C""]"
GCSE,Leisure and Tourism,10,"[""C"", ""8"", ""5"", ""B"", ""4""]"
AS Level,Chemistry,10,"[""A*"", ""E"", ""U"", ""B""]"
BTEC - National Vocational Qualification,BTEC Food Safety Supervision for Retail (QCF),10,"[""Pass"", ""Distinction*"", ""Distinction"", ""Merit""]"
GCSE,Applied Performing Arts (Single Award) ,10,"[""5"", ""C"", ""7"", ""A*"", ""4""]"
GCSE,Religious Education,10,"[""A*"", ""A"", ""6"", ""7"", ""8""]"
Project,Foundation Project,9,"[""A*"", ""B"", ""7""]"
Specialist Music,Media Studies,9,"[""D"", ""B"", ""A"", ""C""]"
BTEC - National Vocational Qualification,BTEC 90-credit Public Services (QCF),9,"[""Merit"", ""Pass""]"
BTEC - National Vocational Qualification,BTEC Construction (QCF),9,"[""Merit"", ""Distinction"", ""Pass""]"
AS Level,Turkish,9,"[""A"", ""C"", ""B""]"
National Vocational Qualification,Health and Fitness (QCF),9,"[""A"", ""A*"", ""C"", ""7"", ""B""]"
A Level,Arabic,9,"[""C"", ""A"", ""B""]"
AS Level,Portuguese,9,"[""B"", ""C"", ""A""]"
BTEC - National Vocational Qualification,BTEC HNC Computing and Systems Development (QCF),9,"[""Distinction"", ""Pass"", ""Merit""]"
i GCSE,Accounting ,9,"[""8"", ""B"", ""6"", ""9"", ""A"", ""C"", ""A*""]"
Specialist Music,Electric guitar,9,"[""2"", ""3"", ""6"", ""5"", ""4""]"
GCSE,Art,9,"[""8"", ""7"", ""6"", ""5"", ""C""]"
GCSE,Leisure and Tourism ,9,"[""6"", ""B""]"
BTEC - National Vocational Qualification,BTEC Hospitality and Catering Principles (Professional Cookery - Food Preparation and Cooking) (QCF),8,"[""Merit"", ""Distinction"", ""Distinction*""]"
Specialist Music,French,8,"[""5"", ""8"", ""C"", ""A"", ""3"", ""7""]"
AS Level,Physics,8,"[""A*"", ""E"", ""B"", ""C""]"
GCSE,Learning for Life and Work ,8,"[""4"", ""6"", ""2"", ""9"", ""5""]"
BTEC - National Vocational Qualification,BTEC ICT Systems and Principles for Apprentices (QCF),8,"[""Pass"", ""Merit"", ""Distinction""]"
International Baccalaureate Middle Years Programme, Visual Art,8,"[""6"", ""7"", ""A"", ""5""]"
BTEC - National Vocational Qualification,BTEC Home Cooking Skills (QCF),8,"[""Merit"", ""Pass"", ""Distinction""]"
GCSE,Welsh Second Language,8,"[""C"", ""B"", ""A"", ""A*""]"
BTEC - National Vocational Qualification,BTEC HNC Photography (QCF),8,"[""Pass""]"
i GCSE,Hindi as a second language ,7,"[""B"", ""A""]"
BTEC - National Vocational Qualification,BTEC Design Crafts (QCF),7,"[""Merit"", ""Distinction""]"
BTEC - National Vocational Qualification,BTEC Enterprise Skills (QCF),7,"[""Distinction"", ""Pass"", ""Merit""]"
Specialist Music,Art and Design,7,"[""3"", ""6"", ""8"", ""4"", ""5""]"
BTEC - National Vocational Qualification,BTEC 90-credit Hospitality (QCF),7,"[""Distinction*"", ""Distinction""]"
i GCSE,Biology,7,"[""A*"", ""6"", ""A"", ""B"", ""7""]"
A Level,Polish,7,"[""A"", ""8"", ""A*"", ""B""]"
A Level,Mathematics,7,"[""C"", ""6"", ""A"", ""B""]"
i GCSE,Physics,7,"[""A"", ""6"", ""A*"", ""7""]"
GCSE,Urdu: Spoken Language ,7,"[""A*"", ""8"", ""7"", ""6"", ""C""]"
Specialist Music,Other,7,"[""8"", ""5""]"
BTEC - National Vocational Qualification,BTEC Subsidiary Information Technology (Specialist) (QCF),7,"[""Pass"", ""Merit"", ""Distinction""]"
Specialist Music,Physical Education,7,"[""7"", ""4"", ""6"", ""5""]"
Key Skills, Working with Others,6,"[""6"", ""3"", ""8"", ""1"", ""C""]"
BTEC - National Vocational Qualification,BTEC 90-credit Art and Design (QCF),6,"[""Distinction"", ""Merit""]"
i GCSE,First Language French ,6,"[""B"", ""7"", ""C""]"
Specialist Music,Spanish,6,"[""4"", ""7"", ""5""]"
AS Level,Biology,6,"[""A*"", ""U"", ""B""]"
AS Level,Computer Science,6,"[""A*"", ""C"", ""A"", ""B""]"
AS Level,Religious Studies,6,"[""A*"", ""B"", ""C"", ""A""]"
A Level,Turkish,6,"[""A"", ""B"", ""9"", ""C"", ""7""]"
International Baccalaureate Middle Years Programme, French,6,"[""C"", ""B"", ""9"", ""6"", ""A""]"
GCSE,Russian: Written Language ,6,"[""A*"", ""B""]"
i GCSE,Chemistry,6,"[""A*"", ""A"", ""B"", ""7""]"
International Baccalaureate Middle Years Programme, Product Design,6,"[""6"", ""4"", ""3""]"
Specialist Music,Acoustic guitar,6,"[""8"", ""3"", ""1"", ""4""]"
International Baccalaureate Middle Years Programme, Physical & Health Education,6,"[""B"", ""6"", ""A*"", ""8"", ""A""]"
International Baccalaureate Middle Years Programme, other Mother-Tongue Language,6,"[""6"", ""5"", ""4"", ""A"", ""9"", ""C""]"
i GCSE,Latin ,6,"[""7"", ""4"", ""B"", ""9""]"
BTEC - National Vocational Qualification,BTEC Leadership Through Sport (QCF),6,"[""Distinction"", ""Merit"", ""Distinction*""]"
A Level,Sociology,6,"[""B"", ""7"", ""C""]"
i GCSE,Environmental management ,6,"[""C"", ""B"", ""A""]"
National Vocational Qualification, ICT Systems and Principles for Professionals (PROCOM) (QCF),6,"[""9"", ""A"", ""5"", ""C""]"
BTEC - National Vocational Qualification,BTEC Music for Practical Performance (QCF),6,"[""Merit"", ""Pass"", ""Distinction""]"
Specialist Music,Design and Technology,6,"[""A*"", ""A"", ""D"", ""C"", ""B""]"
i GCSE,English as a second language (Oral endorsement) ,5,"[""7"", ""8"", ""A"", ""E""]"
BTEC - National Vocational Qualification,BTEC for IT Users (ITQ) (QCF),5,"[""Distinction"", ""Pass"", ""Merit""]"
GCSE,Construction and the Built Environment,5,"[""A"", ""9"", ""2"", ""4"", ""5""]"
GCSE,Environmental Science,5,"[""A"", ""C"", ""A*""]"
National Vocational Qualification,ICT Systems and Principles (QCF),5,"[""B"", ""3"", ""7"", ""6""]"
Specialist Music,Computer Science,5,"[""6"", ""8"", ""5"", ""7""]"
GCSE,Biblical Hebrew,5,"[""8"", ""9"", ""5""]"
International Baccalaureate Middle Years Programme,Overall ,5,"[""C"", ""1"", ""7"", ""8""]"
GCSE,Russian: Spoken Language ,5,"[""A*"", ""A""]"
BTEC - National Vocational Qualification,BTEC HNC Sport and Exercise Sciences (QCF),5,"[""Pass"", ""Merit"", ""Distinction"", ""Distinction*""]"
BTEC - National Vocational Qualification,BTEC Hospitality (QCF),5,"[""Merit"", ""Pass"", ""Distinction*"", ""Distinction""]"
GCSE,Greek: Spoken Language ,5,"[""A*"", ""9"", ""5""]"
A Level,Religious Studies,5,"[""C"", ""B""]"
BTEC - National Vocational Qualification,BTEC Hospitality and Catering Principles (Food Production and Cooking) (QCF),5,"[""Merit"", ""Distinction*"", ""Distinction""]"
Key Skills, Information and Communication Technology,5,"[""1"", ""4"", ""7"", ""5""]"
GCSE,Urdu: Written Language ,5,"[""A*"", ""6"", ""B""]"
BTEC - National Vocational Qualification,BTEC Hospitality and Catering Principles (Food Service) (QCF),5,"[""Merit"", ""Distinction*"", ""Distinction"", ""Pass""]"
International Baccalaureate Middle Years Programme, Extended Mathematics,5,"[""5"", ""C"", ""7"", ""B""]"
BTEC - National Vocational Qualification,BTEC Aviation Studies for Air Cadets (QCF),5,"[""Distinction"", ""Pass"", ""Distinction*""]"
GCSE,General Studies,5,"[""A"", ""8"", ""5"", ""D""]"
National Vocational Qualification,Financial Education (QCF),5,"[""A*"", ""B"", ""A""]"
AS Level,Further Mathematics,5,"[""B"", ""A"", ""C""]"
BTEC - National Vocational Qualification,BTEC 3D Design (QCF),5,"[""Pass"", ""Distinction"", ""Distinction*""]"
Specialist Music,Clarinet,5,"[""3"", ""6""]"
i GCSE,Mathematics,5,"[""7"", ""A"", ""9""]"
A Level,English Language,5,"[""A"", ""6"", ""C""]"
Specialist Music,Music,5,"[""7"", ""A"", ""6"", ""8""]"
BTEC - National Vocational Qualification,BTEC HNC Interactive Media (QCF),4,"[""Pass"", ""Merit""]"
National Vocational Qualification, Sports Studies (QCF),4,"[""6"", ""A*"", ""B""]"
AS Level,English Language,4,"[""A*"", ""A""]"
BTEC - National Vocational Qualification,BTEC Electrical/Electronic Engineering (QCF),4,"[""Distinction"", ""Pass""]"
A Level,Spanish,4,"[""1"", ""B"", ""A""]"
i GCSE,Mandarin Chinese Pakistan studies ,4,"[""C"", ""A""]"
GCSE,Greek: Written Language ,4,"[""E"", ""9"", ""A*""]"
Specialist Music,Flute,4,"[""2"", ""4"", ""8"", ""3""]"
AS Level,Modern Greek,4,"[""A""]"
National Vocational Qualification, Creative Media (QCF),4,"[""5"", ""7"", ""B""]"
BTEC - National Vocational Qualification,BTEC Business Management the Land-based Sector (QCF),4,"[""Distinction"", ""Merit""]"
BTEC - National Vocational Qualification,BTEC Understanding Sports Performance (QCF),4,"[""Pass"", ""Merit"", ""Distinction""]"
GCSE,Modern Hebrew,4,"[""8"", ""A*""]"
A Level,Persian,4,"[""B"", ""A"", ""9""]"
BTEC - National Vocational Qualification,BTEC HNC Creative Media Production (QCF),4,"[""Merit"", ""Distinction"", ""Pass""]"
BTEC - National Vocational Qualification,BTEC Graphic Design (QCF),4,"[""Distinction"", ""Pass"", ""Merit""]"
GCSE,Moving Image Arts,4,"[""7"", ""8"", ""6""]"
GCSE,Science (Double),4,"[""7"", ""6"", ""8""]"
Specialist Music,Sociology,4,"[""C"", ""B"", ""D""]"
A Level,French,3,"[""A"", ""B""]"
GCSE,Applied Media (Single Award) ,3,"[""6"", ""C"", ""D""]"
GCSE,DiDA,3,"[""Distinction*"", ""Distinction"", ""Merit""]"
BTEC - National Vocational Qualification,"BTEC Meeting the Requirements of Customers with Specific Needs Hospitality, Leisure, Travel and Tourism (QCF)",3,"[""Pass"", ""Merit""]"
BTEC - National Vocational Qualification,BTEC Leadership Skills (QCF),3,"[""Pass"", ""Distinction*""]"
National Vocational Qualification, Sport (QCF),3,"[""5"", ""6"", ""7""]"
Key Skills,Improving Own Learning and Performance,3,"[""E"", ""C"", ""5""]"
Specialist Music,Turkish,3,"[""A*"", ""9""]"
Specialist Music,Business,3,"[""5"", ""A*"", ""C""]"
i GCSE,First language Spanish ,3,"[""B"", ""A""]"
BTEC - National Vocational Qualification,BTEC 6-credit WorkSkills (QCF),3,"[""Merit"", ""Distinction*"", ""Pass""]"
BTEC - National Vocational Qualification,BTEC Engineering (Specialist: Manufacturing Engineering) (QCF),3,"[""Distinction"", ""Merit""]"
AS Level,Greek,3,"[""A"", ""A*""]"
BTEC - National Vocational Qualification,BTEC Personal and Business Finance (QCF),3,"[""Pass""]"
Key Skills,Working with Others,3,"[""1"", ""2"", ""5""]"
Key Skills, Communication,3,"[""1"", ""A""]"
BTEC - National Vocational Qualification,BTEC Construction and Built Environment (Specialist: Construction) (QCF),3,"[""Merit"", ""Distinction""]"
BTEC - National Vocational Qualification,BTEC Online Business Skills (QCF),3,"[""Merit"", ""Distinction""]"
AS Level,Economics,3,"[""U"", ""C""]"
GCSE,Environmental and Land-Based Science,3,"[""B"", ""9""]"
BTEC - National Vocational Qualification,BTEC HNC Hair and Beauty Management (QCF),3,"[""Distinction*"", ""Distinction""]"
A Level,Chemistry,3,"[""C"", ""B""]"
BTEC - National Vocational Qualification,BTEC for Residential Childcare (England) (QCF),3,"[""Pass"", ""Merit"", ""Distinction""]"
i GCSE,Afrikaans as a second language ,3,"[""B"", ""C""]"
National Vocational Qualification,Business Enterprise (QCF),3,"[""7"", ""C"", ""A""]"
A Level,Chinese,3,"[""A"", ""C""]"
National Vocational Qualification, Health and Social Care,3,"[""A*"", ""6""]"
Key Skills,Information Technology,3,"[""4"", ""2"", ""C""]"
Key Skills, Communication (KS),3,"[""1"", ""4"", ""C""]"
Key Skills,Essential Skills - Application of Number,3,"[""1"", ""3"", ""5""]"
Key Skills,Problem Solving,3,"[""2"", ""C"", ""5""]"
Project,Extended Project Qualification ,3,"[""B"", ""A"", ""A*""]"
National Vocational Qualification,Career Education and Preparation for Working Life (QCF),3,"[""2""]"
International Baccalaureate Middle Years Programme, Spanish,3,"[""6"", ""A"", ""B""]"
International Baccalaureate Middle Years Programme, Theatre,3,"[""5"", ""B"", ""6""]"
BTEC - National Vocational Qualification,BTEC HNC Fashion and Textiles (QCF),3,"[""Distinction""]"
AS Level,Chinese,3,"[""A""]"
National Vocational Qualification,Health and Social Care,3,"[""A*"", ""5""]"
BTEC - National Vocational Qualification,BTEC Interactive Media (QCF),3,"[""Distinction"", ""Distinction*"", ""Merit""]"
Specialist Music,Trumpet,3,"[""3"", ""5""]"
BTEC - National Vocational Qualification,BTEC IT User Skills (ITQ) (QCF),3,"[""Merit"", ""Distinction*""]"
A Level,Portuguese,3,"[""B""]"
i GCSE,Spanish,3,"[""A*"", ""A""]"
GCSE,Combined Science,3,"[""8"", ""7""]"
GCSE,Health and Social Care,3,"[""B"", ""Distinction*""]"
AS Level,Computing,3,"[""A"", ""A*"", ""G""]"
National Vocational Qualification, Managing Personal Finances (QCF),3,"[""A*"", ""B"", ""A""]"
Specialist Music,Drama,3,"[""6"", ""4"", ""5""]"
BTEC - National Vocational Qualification,BTEC Professional Development for Working Children,2,"[""8"", ""B""]"
A Level,English Literature,2,"[""6"", ""C""]"
BTEC - National Vocational Qualification,BTEC Public Services (QCF),2,"[""Pass""]"
Specialist Music,English,2,"[""5""]"
Specialist Music,Science,2,"[""5""]"
BTEC - National Vocational Qualification,BTEC 90-credit Aviation Operations (QCF),2,"[""Distinction*"", ""Pass""]"
BTEC - National Vocational Qualification,BTEC Disengagement and Physical Intervention Skills (QCF),2,"[""Distinction*"", ""Merit""]"
GCSE,Journalism in the Media and Communications Industry (JMC),2,"[""5"", ""C""]"
Project,Extended Project,2,"[""A*""]"
Key Skills,Communication,2,"[""4"", ""8""]"
AS Level,French,2,"[""A"", ""8""]"
Key Skills, Problem Solving,2,"[""1""]"
AS Level,Spanish,2,"[""8"", ""A*""]"
National Vocational Qualification,"Improving Personal Exercise, Health and Nutrition (QCF)",2,"[""A""]"
BTEC - National Vocational Qualification,BTEC The Business Environment (QCF),2,"[""Merit"", ""Distinction""]"
AS Level,Government and Politics,2,"[""D"", ""C""]"
GCSE,Motor Vehicle and Road User Studies,2,"[""A*"", ""3""]"
AS Level,Business Studies,2,"[""C"", ""D""]"
GCSE,Manufacturing ,2,"[""B"", ""7""]"
BTEC - National Vocational Qualification,BTEC Sailing and Watersports (QCF),2,"[""Pass""]"
A Level,Modern Greek,2,"[""B""]"
A Level,Physics,2,"[""C"", ""4""]"
BTEC - National Vocational Qualification,BTEC Teamwork and Personal Development the Community (QCF),2,"[""Pass""]"
A Level,Computer Science,2,"[""B""]"
A Level,Geography,2,"[""C"", ""4""]"
BTEC - National Vocational Qualification,Applied Information and Communication Technology ,2,"[""A"", ""6""]"
BTEC - National Vocational Qualification,BTEC 90-credit Performing Arts (QCF),2,"[""Distinction*"", ""Merit""]"
BTEC - National Vocational Qualification,BTEC Design (QCF),2,"[""Pass""]"
BTEC - National Vocational Qualification,BTEC Skills and Activities for Sport and Active Leisure (Exercise and Fitness Instruction) (QCF),2,"[""Pass""]"
Specialist Music,Cello,2,"[""5""]"
BTEC - National Vocational Qualification,BTEC Beauty Therapy Services (QCF),2,"[""Merit""]"
National Vocational Qualification,Creative Techniques Creative Computing - Commercial Website Design (QCF),2,"[""A*"", ""A""]"
National Vocational Qualification,Business Studies (QCF),2,"[""7"", ""A*""]"
A Level,Italian,2,"[""A*""]"
BTEC - National Vocational Qualification,Performing Arts,2,"[""8"", ""A""]"
BTEC - National Vocational Qualification,BTEC Communication Technology Skills (QCF),2,"[""Merit"", ""Pass""]"
A Level,Biology,2,"[""B""]"
BTEC - National Vocational Qualification,BTEC Practical Food Safety Catering (QCF),2,"[""Pass"", ""Distinction""]"
A Level,Psychology,2,"[""7"", ""A""]"
i GCSE,First language Thai ,2,"[""A"", ""9""]"
BTEC - National Vocational Qualification,BTEC Hospitality and Catering Principles (Hospitality Services) (QCF),2,"[""Merit"", ""Pass""]"
National Vocational Qualification,Children,2,"[""B"", ""A*""]"
AS Level,Critical Thinking,2,"[""B"", ""A""]"
BTEC - National Vocational Qualification,BTEC Hairdressing (QCF),2,"[""Pass"", ""Distinction""]"
BTEC - National Vocational Qualification,BTEC Disengagement and Non-restrictive Physical Intervention Skills (QCF),2,"[""Merit""]"
BTEC - National Vocational Qualification,BTEC Promoting Food Safety and Nutrition Health and Social Care or Early Years and Childcare Settings (QCF),2,"[""Distinction"", ""Merit""]"
GCSE,Welsh Literature,2,"[""A*"", ""6""]"
i GCSE,Malay ,2,"[""A*"", ""7""]"
i GCSE,Geography,2,"[""A"", ""A*""]"
i GCSE,French,2,"[""A*""]"
GCSE,PE,2,"[""5"", ""8""]"
GCSE,Citizenship,2,"[""9"", ""7""]"
GCSE,Core Science,2,"[""7"", ""B""]"
i GCSE,Religious Studies,2,"[""A*"", ""9""]"
i GCSE,Maths,2,"[""7""]"
GCSE,Design & Technology,2,"[""A*"", ""A""]"
GCSE,Science (Triple),2,"[""7"", ""6""]"
GCSE,Additional Maths,2,"[""7"", ""6""]"
AS Level,Persian,2,"[""A*""]"
GCSE,Japanese: Spoken Language ,2,"[""9"", ""A*""]"
AS Level,Creative Writing,2,"[""C"", ""D""]"
AS Level,English Language and Literature,2,"[""A""]"
National Vocational Qualification,"Business Management, Mathematics and Economics (QCF)",2,"[""B""]"
National Vocational Qualification,Commerce (Business Management) (QCF),2,"[""A""]"
BTEC - National Vocational Qualification,BTEC Money and Finance Skills (QCF),2,"[""Pass""]"
A Level,Japanese,2,"[""A*"", ""A""]"
A Level,Panjabi,2,"[""7"", ""A""]"
A Level,Economics,2,"[""B""]"
Specialist Music,Hospitality,2,"[""A""]"
National Vocational Qualification,Sports Leaders UK Community Sports Leadership (QCF),1,"[""A""]"
National Vocational Qualification,IT Application Skills (QCF),1,"[""A*""]"
National Vocational Qualification,IT User Skills (Extra) (ITQ) (QCF),1,"[""A*""]"
AS Level,Film Studies,1,"[""C""]"
AS Level,Dutch,1,"[""A""]"
National Vocational Qualification,English - Speaking and Listening (QCF),1,"[""5""]"
BTEC - National Vocational Qualification,BTEC Horticulture (QCF),1,"[""Distinction""]"
National Vocational Qualification, Economic Wellbeing and Financial Capability (QCF),1,"[""A""]"
National Vocational Qualification,Sport Skills for Further Learning and Employment (QCF),1,"[""7""]"
BTEC - National Vocational Qualification,Business Studies,1,"[""A*""]"
BTEC - National Vocational Qualification,Physical Education,1,"[""6""]"
BTEC - National Vocational Qualification,BTEC CCTV Operations (Public Space Surveillance) (QCF),1,"[""Pass""]"
National Vocational Qualification,Practical Food Safety for Catering (QCF),1,"[""4""]"
National Vocational Qualification, Food Industry Skills (QCF),1,"[""5""]"
National Vocational Qualification, Food and Drink Service,1,"[""7""]"
Specialist Music,Economics,1,"[""B""]"
Specialist Music,Graphics,1,"[""C""]"
Specialist Music,Science - Combined,1,"[""5""]"
Specialist Music,Mathematics - Use of Mathematics,1,"[""5""]"
Specialist Music,Mathematics - Statistics,1,"[""5""]"
Specialist Music,Mathematics - Methods in Mathematics,1,"[""5""]"
Specialist Music,Photography,1,"[""5""]"
National Vocational Qualification, Art and Design (QCF),1,"[""3""]"
National Vocational Qualification,Speech: Spoken English (Grade 8) (QCF),1,"[""A*""]"
AS Level,General Studies,1,"[""A*""]"
National Vocational Qualification,Supporting the Wider Curriculum Schools (QCF),1,"[""6""]"
National Vocational Qualification,Understanding Business Enterprise (QCF),1,"[""A""]"
National Vocational Qualification,Food Technology (QCF),1,"[""8""]"
National Vocational Qualification,Musical Theatre Performance - Grade 6 (QCF),1,"[""9""]"
A Level,Greek,1,"[""B""]"
Key Skills,English,1,"[""3""]"
Key Skills,Physical Education,1,"[""4""]"
Key Skills,English Language,1,"[""3""]"
Key Skills,Essential Skills - ICT (Pilot),1,"[""7""]"
National Vocational Qualification,Hospitality and Catering Principles (Professional Cookery - Food Preparation and Cooking) (QCF),1,"[""C""]"
BTEC - National Vocational Qualification,BTEC Hospitality Skills (QCF),1,"[""Pass""]"
National Vocational Qualification,Vocational Dance: Intermediate (QCF),1,"[""A*""]"
AS Level,Pure Mathematics,1,"[""U""]"
BTEC - National Vocational Qualification,BTEC Interactive Design and Development (QCF),1,"[""Pass""]"
National Vocational Qualification,Education Business Information Technology (QCF),1,"[""5""]"
i GCSE,Computing,1,"[""B""]"
i GCSE,Literature (Spanish) ,1,"[""7""]"
BTEC - National Vocational Qualification,BTEC Exercise and Fitness Instruction (QCF),1,"[""Merit""]"
AS Level,Art and Design,1,"[""B""]"
BTEC - National Vocational Qualification,BTEC HNC Health and Social Care (QCF),1,"[""Merit""]"
National Vocational Qualification, Business Administration (QCF),1,"[""5""]"
BTEC - National Vocational Qualification,BTEC Applied Law (QCF),1,"[""Merit""]"
BTEC - National Vocational Qualification,BTEC Skills and Activities for Sport and Active Leisure (Coaching and Performance Management) (QCF),1,"[""Merit""]"
GCSE,Mathematics (QCF),1,"[""6""]"
BTEC - National Vocational Qualification, Health and Social Care,1,"[""8""]"
A Level,Applied Art and Design,1,"[""5""]"
Key Skills, Improving Own Learning and Performance,1,"[""2""]"
GCSE,Irish,1,"[""A*""]"
BTEC - National Vocational Qualification,BTEC Food and Beverage Service Supervision (QCF),1,"[""Pass""]"
National Vocational Qualification, Land-based Technology (QCF),1,"[""1""]"
National Vocational Qualification,Personal Life Skills (QCF),1,"[""1""]"
National Vocational Qualification,Business Infrastructure (QCF),1,"[""6""]"
National Vocational Qualification, Travel and Tourism (QCF),1,"[""6""]"
i GCSE,Bangladesh studies ,1,"[""A""]"
National Vocational Qualification,Site Carpentry (Construction) (QCF),1,"[""4""]"
National Vocational Qualification,Preparing to Work with Children and Young People (QCF),1,"[""7""]"
BTEC - National Vocational Qualification,BTEC Environmental and Land-based Business (QCF),1,"[""Pass""]"
A Level,English Language and Literature,1,"[""B""]"
A Level,Government and Politics,1,"[""C""]"
BTEC - National Vocational Qualification,Motor Vehicle and Road User Studies,1,"[""A*""]"
AS Level,Economics B,1,"[""D""]"
BTEC - National Vocational Qualification,BTEC Music Management withthe Uniformed Public Services (QCF),1,"[""Distinction""]"
BTEC - National Vocational Qualification,BTEC Mechanical Engineering (QCF),1,"[""Distinction*""]"
A Level,Philosophy,1,"[""6""]"
National Vocational Qualification,Creative Techniques Creative Computing - Website Design (QCF),1,"[""A*""]"
BTEC - National Vocational Qualification,BTEC Information Security (QCF),1,"[""Pass""]"
BTEC - National Vocational Qualification,BTEC Production Arts (QCF),1,"[""Distinction""]"
BTEC - National Vocational Qualification,BTEC Peer Mentoring (QCF),1,"[""Pass""]"
National Vocational Qualification,Technical Performing Arts (QCF),1,"[""A""]"
National Vocational Qualification, IT User Skills Open Systems and Enterprise (ITQ) (QCF),1,"[""B""]"
GCSE,Welsh: First Language,1,"[""C""]"
National Vocational Qualification,for Children's Care Learning and Development (QCF),1,"[""C""]"
GCSE,BTEC Health and Social Care (QCF),1,"[""Merit""]"
Specialist Music,Bass guitar,1,"[""3""]"
National Vocational Qualification, Digital Marketing (QCF),1,"[""C""]"
AS Level,Russian,1,"[""A""]"
BTEC - National Vocational Qualification,"BTEC Science, Technology, Engineering and Maths Leadership Skills (QCF)",1,"[""Distinction""]"
